neg,neu,pos,compound,polarity,subjectivity,author,length
0.0,1.0,0.0,0.0,0.4,0.7,NLTKcorpus,40
0.144,0.856,0.0,-0.4019,0.0,0.0,NLTKcorpus,113
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,96
0.127,0.824,0.049,-0.4595,0.0,0.0,NLTKcorpus,142
0.092,0.908,0.0,-0.2057,0.0,0.0,NLTKcorpus,108
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,0.769,0.231,0.4588,0.0,0.0,NLTKcorpus,78
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,36
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,96
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,0.844,0.156,0.4019,0.06481481481481481,0.4740740740740741,NLTKcorpus,125
0.0,0.682,0.318,0.6369,0.5,0.6,NLTKcorpus,51
0.115,0.885,0.0,-0.296,0.25,0.25,NLTKcorpus,123
0.0,0.814,0.186,0.4939,0.0,0.0,NLTKcorpus,117
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,87
0.0,0.882,0.118,0.4215,0.1,1.0,NLTKcorpus,123
0.0,0.303,0.697,0.3182,0.7,0.9,NLTKcorpus,17
0.169,0.712,0.119,-0.0731,0.3,0.44166666666666665,NLTKcorpus,124
0.0,0.803,0.197,0.4019,0.17857142857142858,0.3357142857142857,NLTKcorpus,79
0.0,0.708,0.292,0.5473,0.05,0.325,NLTKcorpus,88
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,73
0.0,0.909,0.091,0.0772,0.0,0.0,NLTKcorpus,101
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,13
0.0,0.756,0.244,0.6369,0.35000000000000003,0.35000000000000003,NLTKcorpus,94
0.0,1.0,0.0,0.0,0.5,0.9,NLTKcorpus,109
0.0,0.854,0.146,0.4404,0.1,0.1,NLTKcorpus,99
0.0,1.0,0.0,0.0,-0.25,0.25,NLTKcorpus,92
0.109,0.662,0.229,0.4724,0.0,0.0,NLTKcorpus,123
0.0,0.441,0.559,0.5859,0.8,0.4,NLTKcorpus,27
0.101,0.78,0.119,0.1027,0.0,0.0,NLTKcorpus,105
0.0,0.813,0.187,0.7227,-0.25,0.4,NLTKcorpus,126
0.0,0.803,0.197,0.4019,0.17857142857142858,0.3357142857142857,NLTKcorpus,79
0.0,0.747,0.253,0.7269,0.2333333333333333,0.5333333333333333,NLTKcorpus,128
0.0,0.735,0.265,0.6597,0.17857142857142858,0.5357142857142857,NLTKcorpus,114
0.0,1.0,0.0,0.0,0.0,0.625,NLTKcorpus,96
0.362,0.638,0.0,-0.8176,-0.20000000000000004,0.8,NLTKcorpus,120
0.302,0.698,0.0,-0.6351,0.0,0.0,NLTKcorpus,75
0.041,0.554,0.405,0.91,0.3027777777777778,0.8138888888888888,NLTKcorpus,136
0.0,0.796,0.204,0.6249,0.375,0.475,NLTKcorpus,108
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,94
0.0,0.769,0.231,0.4588,0.0,1.0,NLTKcorpus,67
0.0,1.0,0.0,0.0,0.0,0.5,NLTKcorpus,83
0.246,0.57,0.184,-0.1027,-0.05,0.575,NLTKcorpus,88
0.0,0.856,0.144,0.4019,0.0,0.0,NLTKcorpus,109
0.0,1.0,0.0,0.0,0.05,0.35,NLTKcorpus,120
0.0,1.0,0.0,0.0,0.16666666666666669,0.3333333333333333,NLTKcorpus,124
0.115,0.885,0.0,-0.296,0.0,0.0,NLTKcorpus,90
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,36
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,96
0.202,0.582,0.216,-0.1635,-0.5,0.7,NLTKcorpus,121
0.083,0.627,0.29,0.7416,0.18611111111111112,0.6111111111111112,NLTKcorpus,120
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,37
0.0,0.803,0.197,0.4019,0.17857142857142858,0.3357142857142857,NLTKcorpus,79
0.13,0.745,0.125,-0.024,0.35,0.95,NLTKcorpus,98
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,73
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,13
0.0,1.0,0.0,0.0,0.5,0.9,NLTKcorpus,109
0.0,0.303,0.697,0.3182,0.7,0.9,NLTKcorpus,17
0.0,0.842,0.158,0.4939,0.0,0.0,NLTKcorpus,96
0.109,0.662,0.229,0.4724,0.0,0.0,NLTKcorpus,123
0.0,0.796,0.204,0.6249,0.375,0.475,NLTKcorpus,108
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,94
0.0,0.856,0.144,0.4019,0.0,0.0,NLTKcorpus,109
0.0,1.0,0.0,0.0,0.05,0.35,NLTKcorpus,120
0.115,0.885,0.0,-0.296,0.0,0.0,NLTKcorpus,90
0.0,0.787,0.213,0.4215,0.1,1.0,NLTKcorpus,89
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,36
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,46
0.0,1.0,0.0,0.0,0.1,0.3,NLTKcorpus,128
0.237,0.592,0.171,-0.25,-0.0625,0.4375,NLTKcorpus,120
0.301,0.411,0.288,-0.0258,0.0,0.0,NLTKcorpus,29
0.0,0.448,0.552,0.9325,0.41,0.7566666666666666,NLTKcorpus,105
0.195,0.805,0.0,-0.68,0.0,0.0,NLTKcorpus,118
0.096,0.83,0.074,-0.128,0.0,0.0,NLTKcorpus,124
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,27
0.469,0.531,0.0,-0.8625,-0.3,0.5,NLTKcorpus,111
0.141,0.632,0.227,0.3182,0.6285714285714286,0.7857142857142857,NLTKcorpus,128
0.214,0.583,0.204,-0.0534,0.10000000000000002,0.3833333333333333,NLTKcorpus,89
0.225,0.58,0.196,-0.2023,-0.125,0.375,NLTKcorpus,122
0.145,0.855,0.0,-0.5267,0.0,0.625,NLTKcorpus,123
0.0,0.924,0.076,0.0387,0.0,0.0,NLTKcorpus,96
0.0,0.848,0.152,0.3612,0.0,0.0,NLTKcorpus,80
0.0,0.867,0.133,0.3818,-0.24444444444444446,0.4666666666666667,NLTKcorpus,116
0.262,0.655,0.084,-0.5994,-0.475,0.575,NLTKcorpus,128
0.0,0.756,0.244,0.7003,0.14444444444444443,0.9111111111111111,NLTKcorpus,126
0.0,0.866,0.134,0.1779,0.0,0.0,NLTKcorpus,71
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,0.917,0.083,0.1154,0.0,0.0,NLTKcorpus,86
0.235,0.765,0.0,-0.4724,0.4185267857142857,0.5,NLTKcorpus,60
0.122,0.878,0.0,-0.2057,0.0,0.0,NLTKcorpus,81
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,43
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,109
0.0,0.706,0.294,0.3612,0.0,0.0,NLTKcorpus,38
0.08,0.92,0.0,-0.0572,0.0,0.0,NLTKcorpus,95
0.094,0.773,0.133,0.2263,0.3,0.9,NLTKcorpus,116
0.352,0.648,0.0,-0.8271,0.16666666666666666,0.3333333333333333,NLTKcorpus,124
0.103,0.743,0.154,0.3034,0.1,0.825,NLTKcorpus,123
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,65
0.099,0.813,0.088,-0.0772,0.0,0.0,NLTKcorpus,136
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,129
0.225,0.622,0.153,-0.128,-0.175,0.45,NLTKcorpus,112
0.202,0.638,0.16,0.0516,-0.4,0.7,NLTKcorpus,86
0.0,0.909,0.091,0.2023,0.5,0.5,NLTKcorpus,107
0.0,0.948,0.052,0.0258,0.0,0.0,NLTKcorpus,119
0.108,0.784,0.108,0.0,0.5,0.5,NLTKcorpus,110
0.0,0.848,0.152,0.3612,-0.15555555555555559,0.2888888888888889,NLTKcorpus,82
0.0,0.828,0.172,0.4019,0.05,0.35,NLTKcorpus,101
0.16,0.745,0.096,-0.296,0.0,0.9,NLTKcorpus,111
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,27
0.0,1.0,0.0,0.0,0.1,0.18333333333333335,NLTKcorpus,99
0.0,1.0,0.0,0.0,0.6,0.9,NLTKcorpus,92
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,66
0.0,0.874,0.126,0.4389,0.20625000000000002,0.5666666666666667,NLTKcorpus,122
0.183,0.766,0.052,-0.6037,0.0,0.5,NLTKcorpus,124
0.167,0.833,0.0,-0.5267,0.13636363636363635,0.45454545454545453,NLTKcorpus,103
0.0,1.0,0.0,0.0,0.5,0.9,NLTKcorpus,109
0.109,0.644,0.248,0.4215,0.0,0.1,NLTKcorpus,92
0.106,0.894,0.0,-0.3612,0.21666666666666667,0.5833333333333334,NLTKcorpus,135
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,83
0.21,0.79,0.0,-0.5457,0.033333333333333326,0.9,NLTKcorpus,104
0.249,0.642,0.109,-0.4033,0.054166666666666675,0.5861111111111111,NLTKcorpus,116
0.192,0.513,0.295,0.1531,0.4333333333333333,0.7333333333333333,NLTKcorpus,99
0.186,0.814,0.0,-0.6249,-0.12222222222222223,0.08888888888888889,NLTKcorpus,106
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,38
0.0,0.948,0.052,0.0258,0.0,0.0,NLTKcorpus,119
0.0,0.889,0.111,0.3595,0.0,0.0,NLTKcorpus,116
0.083,0.917,0.0,-0.2263,-0.05000000000000001,0.15694444444444444,NLTKcorpus,127
0.0,0.897,0.103,0.3182,0.0,0.0,NLTKcorpus,106
0.0,0.781,0.219,0.6369,0.4000000000000001,0.5666666666666668,NLTKcorpus,95
0.37,0.63,0.0,-0.5719,0.05000000000000002,0.5,NLTKcorpus,67
0.274,0.726,0.0,-0.5994,-0.6,0.9,NLTKcorpus,113
0.159,0.841,0.0,-0.5267,-1.0,1.0,NLTKcorpus,102
0.0,0.87,0.13,0.2732,0.0,0.0,NLTKcorpus,90
0.0,0.948,0.052,0.0258,0.0,0.0,NLTKcorpus,119
0.0,0.602,0.398,0.6486,0.25,0.8,NLTKcorpus,58
0.0,0.827,0.173,0.3182,0.0,0.0,NLTKcorpus,60
0.318,0.682,0.0,-0.4215,0.5,0.5,NLTKcorpus,42
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,34
0.214,0.583,0.204,-0.0534,0.10000000000000002,0.3833333333333333,NLTKcorpus,89
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,59
0.094,0.906,0.0,-0.0644,-0.12962962962962962,0.6444444444444445,NLTKcorpus,85
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,120
0.096,0.83,0.074,-0.128,0.0,0.0,NLTKcorpus,124
0.094,0.714,0.192,0.296,0.0,0.0,NLTKcorpus,120
0.0,0.808,0.192,0.6412,0.0,0.0,NLTKcorpus,114
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,60
0.0,0.612,0.388,0.9005,0.328125,0.6,NLTKcorpus,140
0.0,0.705,0.295,0.5574,0.2,0.45,NLTKcorpus,76
0.109,0.891,0.0,-0.296,0.1,1.0,NLTKcorpus,107
0.0,1.0,0.0,0.0,-0.125,0.59375,NLTKcorpus,102
0.275,0.725,0.0,-0.7351,-0.2,0.9,NLTKcorpus,120
0.104,0.896,0.0,-0.296,0.0,0.0,NLTKcorpus,106
0.0,0.898,0.102,0.2057,0.0,0.0,NLTKcorpus,95
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,45
0.0,0.748,0.252,0.4019,0.0,0.0,NLTKcorpus,55
0.115,0.766,0.12,0.0258,-0.15714285714285714,0.7178571428571429,NLTKcorpus,109
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,82
0.184,0.816,0.0,-0.6705,-0.125,0.375,NLTKcorpus,112
0.0,0.81,0.19,0.6597,0.3,0.4,NLTKcorpus,130
0.0,0.891,0.109,0.2942,0.0,0.0,NLTKcorpus,116
0.0,0.553,0.447,0.8658,0.5,0.8333333333333334,NLTKcorpus,101
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,100
0.159,0.841,0.0,-0.5267,-1.0,1.0,NLTKcorpus,102
0.0,0.747,0.253,0.7269,0.2333333333333333,0.5333333333333333,NLTKcorpus,128
0.076,0.724,0.2,0.5574,0.0,0.06666666666666667,NLTKcorpus,133
0.121,0.625,0.254,0.5267,0.26666666666666666,1.0,NLTKcorpus,113
0.0,0.775,0.225,0.4404,0.25,0.25,NLTKcorpus,87
0.0,0.664,0.336,0.7964,0.38571428571428573,0.35714285714285715,NLTKcorpus,111
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,123
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,102
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,65
0.208,0.625,0.167,-0.1531,-0.30000000000000004,0.2,NLTKcorpus,79
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,0.672,0.328,0.8519,1.0,0.3,NLTKcorpus,123
0.0,1.0,0.0,0.0,-0.25,0.2833333333333333,NLTKcorpus,93
0.241,0.759,0.0,-0.6597,-0.5,0.8,NLTKcorpus,123
0.149,0.851,0.0,-0.4215,0.0,1.0,NLTKcorpus,124
0.0,1.0,0.0,0.0,0.5,0.9,NLTKcorpus,109
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,32
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,55
0.176,0.824,0.0,-0.4588,0.2,0.2,NLTKcorpus,102
0.0,0.922,0.078,0.1531,0.0,0.0,NLTKcorpus,114
0.13,0.87,0.0,-0.5106,0.0,0.3,NLTKcorpus,133
0.0,1.0,0.0,0.0,0.0,0.75,NLTKcorpus,112
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,90
0.0,0.881,0.119,0.3182,0.0,0.0,NLTKcorpus,125
0.0,0.828,0.172,0.4019,0.0,0.0,NLTKcorpus,80
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,103
0.0,1.0,0.0,0.0,0.0,0.5,NLTKcorpus,83
0.0,0.764,0.236,0.2144,0.4,0.5,NLTKcorpus,56
0.246,0.57,0.184,-0.1027,-0.05,0.575,NLTKcorpus,89
0.0,0.516,0.484,0.9042,0.30000000000000004,0.5499999999999999,NLTKcorpus,124
0.091,0.909,0.0,-0.296,0.0,0.0,NLTKcorpus,120
0.085,0.915,0.0,-0.1027,0.0,0.0,NLTKcorpus,99
0.0,1.0,0.0,0.0,0.13636363636363635,0.5,NLTKcorpus,114
0.061,0.694,0.244,0.6687,0.1,0.35,NLTKcorpus,109
0.148,0.571,0.281,0.4215,-0.11666666666666668,0.39999999999999997,NLTKcorpus,89
0.0,0.735,0.265,0.7579,0.05,0.75,NLTKcorpus,112
0.0,0.901,0.099,0.296,0.2,0.30000000000000004,NLTKcorpus,124
0.169,0.831,0.0,-0.3919,-0.6,0.9,NLTKcorpus,118
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,109
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,103
0.0,1.0,0.0,0.0,0.35,0.55,NLTKcorpus,81
0.151,0.477,0.371,0.631,0.65,0.6499999999999999,NLTKcorpus,67
0.0,1.0,0.0,0.0,0.0,0.05625,NLTKcorpus,74
0.0,1.0,0.0,0.0,-0.15555555555555559,0.2888888888888889,NLTKcorpus,53
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,83
0.0,0.774,0.226,0.5423,0.0,0.06666666666666667,NLTKcorpus,91
0.161,0.671,0.168,0.0258,-0.3,0.75,NLTKcorpus,81
0.0,0.863,0.137,0.4019,0.35714285714285715,0.5714285714285714,NLTKcorpus,114
0.18,0.82,0.0,-0.3182,0.5,0.5,NLTKcorpus,114
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,113
0.15,0.85,0.0,-0.4588,0.2,0.2,NLTKcorpus,114
0.154,0.846,0.0,-0.4588,-0.5458333333333334,0.6708333333333334,NLTKcorpus,127
0.0,0.88,0.12,0.3818,0.10000000000000002,0.3833333333333333,NLTKcorpus,119
0.0,0.649,0.351,0.7964,0.08181818181818182,0.41761363636363635,NLTKcorpus,112
0.0,0.851,0.149,0.2732,0.0,0.375,NLTKcorpus,84
0.0,1.0,0.0,0.0,0.16666666666666669,0.2833333333333333,NLTKcorpus,113
0.148,0.852,0.0,-0.3818,0.6,1.0,NLTKcorpus,94
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,83
0.437,0.458,0.106,-0.8126,0.06666666666666667,0.3666666666666667,NLTKcorpus,106
0.0,0.698,0.302,0.7579,0.15,0.55,NLTKcorpus,95
0.092,0.801,0.107,0.0972,0.0,0.0,NLTKcorpus,126
0.196,0.804,0.0,-0.296,0.0,0.0,NLTKcorpus,67
0.109,0.891,0.0,-0.296,-0.11666666666666665,0.31666666666666665,NLTKcorpus,131
0.265,0.735,0.0,-0.6597,-0.05,0.55,NLTKcorpus,123
0.13,0.87,0.0,-0.4577,0.0,0.0,NLTKcorpus,124
0.36,0.548,0.092,-0.8316,0.0,0.0,NLTKcorpus,135
0.0,1.0,0.0,0.0,0.5,0.9,NLTKcorpus,116
0.0,0.863,0.137,0.4019,0.35714285714285715,0.5714285714285714,NLTKcorpus,114
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,96
0.085,0.656,0.259,0.6705,0.325,0.225,NLTKcorpus,120
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,94
0.18,0.82,0.0,-0.3182,0.5,0.5,NLTKcorpus,114
0.0,1.0,0.0,0.0,-0.20833333333333334,0.5,NLTKcorpus,126
0.15,0.85,0.0,-0.4588,0.2,0.2,NLTKcorpus,114
0.274,0.726,0.0,-0.5994,-0.6,0.9,NLTKcorpus,113
0.109,0.891,0.0,-0.296,0.0,0.0,NLTKcorpus,124
0.274,0.726,0.0,-0.5994,-0.6,0.9,NLTKcorpus,113
0.214,0.583,0.204,-0.0534,0.10000000000000002,0.3833333333333333,NLTKcorpus,89
0.251,0.749,0.0,-0.6892,-0.321875,0.65,NLTKcorpus,127
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,50
0.0,0.616,0.384,0.6808,0.35,0.30000000000000004,NLTKcorpus,71
0.0,1.0,0.0,0.0,0.6,1.0,NLTKcorpus,38
0.0,0.756,0.244,0.4404,0.16666666666666669,0.2833333333333333,NLTKcorpus,61
0.0,0.914,0.086,0.1531,0.0,0.0,NLTKcorpus,114
0.167,0.614,0.219,0.1531,0.0,0.0,NLTKcorpus,74
0.161,0.759,0.08,-0.3086,0.375,0.625,NLTKcorpus,127
0.219,0.698,0.084,-0.4404,0.020833333333333343,0.7708333333333333,NLTKcorpus,120
0.084,0.649,0.267,0.7003,0.9,0.5,NLTKcorpus,120
0.0,0.602,0.398,0.8814,0.4583333333333333,0.6583333333333334,NLTKcorpus,127
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,114
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,113
0.231,0.769,0.0,-0.6249,0.0,1.0,NLTKcorpus,104
0.167,0.833,0.0,-0.4215,-0.25,1.0,NLTKcorpus,107
0.119,0.618,0.263,0.474,0.08750000000000002,0.6,NLTKcorpus,63
0.0,0.85,0.15,0.3182,0.39285714285714285,0.7123015873015872,NLTKcorpus,105
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,82
0.0,1.0,0.0,0.0,0.0,0.03333333333333333,NLTKcorpus,81
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,119
0.0,0.857,0.143,0.25,-0.2,0.4,NLTKcorpus,77
0.132,0.868,0.0,-0.0941,0.0,0.0,NLTKcorpus,66
0.441,0.559,0.0,-0.836,0.0,0.0,NLTKcorpus,85
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,123
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,14
0.0,0.847,0.153,0.504,0.0,0.0,NLTKcorpus,109
0.379,0.551,0.07,-0.8555,0.0,0.0,NLTKcorpus,125
0.0,0.942,0.058,0.0258,0.0,0.0,NLTKcorpus,125
0.0,0.588,0.412,0.8689,0.3,0.7000000000000001,NLTKcorpus,102
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,80
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,82
0.0,0.948,0.052,0.0258,0.0,0.0,NLTKcorpus,119
0.0,0.914,0.086,0.1531,0.0,0.0,NLTKcorpus,114
0.0,0.808,0.192,0.5147,0.0,0.0,NLTKcorpus,113
0.0,1.0,0.0,0.0,0.07878787878787878,0.21818181818181817,NLTKcorpus,129
0.053,0.695,0.252,0.6786,0.35,0.30000000000000004,NLTKcorpus,117
0.153,0.723,0.123,-0.1779,0.0,0.6666666666666666,NLTKcorpus,93
0.0,0.802,0.198,0.5719,0.0,0.0,NLTKcorpus,128
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,114
0.0,0.748,0.252,0.6597,0.1777777777777778,0.5444444444444444,NLTKcorpus,120
0.0,0.847,0.153,0.4019,0.0,0.0,NLTKcorpus,109
0.236,0.764,0.0,-0.7579,-0.26666666666666666,0.39999999999999997,NLTKcorpus,124
0.078,0.709,0.213,0.5859,0.2,0.4,NLTKcorpus,125
0.231,0.769,0.0,-0.4588,0.0,0.0,NLTKcorpus,78
0.103,0.704,0.193,0.4215,0.09999999999999998,0.75,NLTKcorpus,90
0.0,0.876,0.124,0.4019,-0.1,0.2,NLTKcorpus,123
0.0,1.0,0.0,0.0,0.2,0.2,NLTKcorpus,68
0.0,0.828,0.172,0.4404,0.0,0.1,NLTKcorpus,104
0.0,0.882,0.118,0.4215,0.1,1.0,NLTKcorpus,123
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,109
0.128,0.872,0.0,-0.296,0.0,0.0,NLTKcorpus,92
0.0,0.787,0.213,0.4215,0.1,1.0,NLTKcorpus,89
0.0,0.868,0.132,0.4404,0.008333333333333333,0.08958333333333333,NLTKcorpus,108
0.128,0.872,0.0,-0.296,0.0,0.0,NLTKcorpus,92
0.049,0.762,0.189,0.5389,0.0,0.0,NLTKcorpus,116
0.0,0.822,0.178,0.3802,0.625,0.8888888888888888,NLTKcorpus,75
0.0,1.0,0.0,0.0,0.0,0.0,NLTKcorpus,38
0.097,0.903,0.0,-0.3089,0.0,0.0,NLTKcorpus,113
0.0,0.874,0.126,0.3182,0.0,0.0,NLTKcorpus,103
0.159,0.841,0.0,-0.5267,-1.0,1.0,NLTKcorpus,102
