neg,neu,pos,compound,polarity,subjectivity,author,length
0.259,0.559,0.182,-0.2732,0.0,0.0,Baseline,81
0.0,0.829,0.171,0.5719,-0.05,0.1714285714285714,Baseline,120
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,32
0.0,0.512,0.488,0.7703,-0.25,0.6000000000000001,Baseline,53
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,19
0.13,0.725,0.145,0.1045,0.3333333333333333,0.2,Baseline,126
0.288,0.593,0.119,-0.6458,-0.15,0.3333333333333333,Baseline,124
0.0,1.0,0.0,0.0,0.2,0.1,Baseline,54
0.071,0.844,0.084,0.0772,0.0,0.0,Baseline,122
0.073,0.814,0.113,0.347,0.3,0.7666666666666666,Baseline,179
0.419,0.405,0.176,-0.4215,0.0,0.0,Baseline,25
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,121
0.0,0.942,0.058,0.4404,0.15625,0.3989583333333333,Baseline,265
0.0,0.238,0.762,0.4927,0.91,0.7800000000000001,Baseline,9
0.0,1.0,0.0,0.0,0.0,0.5,Baseline,86
0.0,0.263,0.737,0.6808,0.2,0.2,Baseline,30
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,33
0.0,0.738,0.262,0.5994,0.7,0.8,Baseline,69
0.314,0.496,0.19,-0.3595,0.0,0.0,Baseline,46
0.0,1.0,0.0,0.0,0.1363636363636363,0.4545454545454545,Baseline,84
0.108,0.892,0.0,-0.3182,-0.125,0.375,Baseline,128
0.0,1.0,0.0,0.0,0.5,0.5,Baseline,118
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,124
0.0,0.58,0.42,0.4404,0.5,0.5,Baseline,35
0.0,0.803,0.197,0.6597,0.5,0.5,Baseline,115
0.293,0.707,0.0,-0.4404,0.0,0.0,Baseline,56
0.0,0.463,0.537,0.5399,0.78125,0.5,Baseline,34
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,123
0.078,0.922,0.0,-0.1761,-0.1458333333333333,0.2708333333333333,Baseline,120
0.108,0.767,0.125,0.2086,0.1541071428571428,0.5242857142857142,Baseline,236
0.267,0.733,0.0,-0.6124,0.0,0.0,Baseline,93
0.242,0.758,0.0,-0.7717,0.0,0.0,Baseline,129
0.0,0.577,0.423,0.5255,-0.1944444444444444,0.2888888888888889,Baseline,64
0.196,0.654,0.15,0.1007,0.85,1.0,Baseline,120
0.15,0.644,0.206,0.5859,1.0,0.3,Baseline,134
0.175,0.825,0.0,-0.5574,0.3,0.65,Baseline,122
0.0,0.763,0.237,0.4767,0.3121212121212121,0.6515151515151515,Baseline,61
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,28
0.344,0.581,0.075,-0.9234,0.15,0.3222222222222222,Baseline,245
0.066,0.894,0.04,-0.2023,-0.15625,0.4375,Baseline,173
0.379,0.621,0.0,-0.6705,-0.0499999999999999,0.6,Baseline,65
0.073,0.66,0.267,0.8979,0.44,0.7572222222222222,Baseline,255
0.0,0.0,1.0,0.3612,0.0,0.0,Baseline,9
1.0,0.0,0.0,-0.5423,-0.4,0.6,Baseline,5
0.0,0.588,0.412,0.6369,0.5,0.6,Baseline,49
0.0,0.798,0.202,0.5106,0.0,0.0,Baseline,93
0.0,0.706,0.294,0.3612,0.2,0.2,Baseline,47
0.0,1.0,0.0,0.0,0.5,0.5,Baseline,27
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,120
0.346,0.654,0.0,-0.5719,-0.3,0.4,Baseline,57
0.0,0.769,0.231,0.4019,0.0,0.0,Baseline,54
0.0,0.0,1.0,0.4404,0.7,0.6000000000000001,Baseline,5
0.15,0.701,0.15,0.0,0.0,0.5,Baseline,98
0.141,0.859,0.0,-0.5574,0.0,0.0,Baseline,133
0.0,0.867,0.133,0.3182,2.775557561562892e-17,0.8,Baseline,105
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,55
0.0,0.636,0.364,0.743,0.45,0.5625,Baseline,73
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,38
0.0,0.645,0.355,0.296,0.0,0.0,Baseline,30
0.0,0.682,0.318,0.4199,0.0,0.0,Baseline,40
0.0,0.885,0.115,0.5267,0.0,0.0,Baseline,200
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,26
0.0,0.774,0.226,0.3885,0.0,0.0,Baseline,58
0.0,0.932,0.068,0.2942,0.2,0.675,Baseline,211
0.0,0.809,0.191,0.5423,0.325,0.6166666666666667,Baseline,123
0.0,0.805,0.195,0.4404,0.4916666666666667,0.5,Baseline,86
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,35
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,65
0.0,0.874,0.126,0.3818,0.0,0.0,Baseline,105
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,80
0.0,0.829,0.171,0.6597,0.0,0.0,Baseline,235
0.224,0.776,0.0,-0.3804,0.0499999999999999,0.45,Baseline,60
0.0,1.0,0.0,0.0,0.25,0.8500000000000001,Baseline,86
0.0,0.522,0.478,0.9001,0.5,0.6,Baseline,82
0.107,0.893,0.0,-0.34,0.075,0.3,Baseline,119
0.343,0.416,0.241,-0.3034,5.551115123125783e-17,0.6333333333333333,Baseline,40
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,56
0.0,0.788,0.212,0.6166,0.2166666666666666,0.7111111111111111,Baseline,101
0.0,1.0,0.0,0.0,-0.3,0.3999999999999999,Baseline,47
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,66
0.259,0.741,0.0,-0.4215,0.6,1.0,Baseline,54
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,17
0.492,0.508,0.0,-0.4404,0.0,0.0,Baseline,47
0.396,0.604,0.0,-0.6793,-0.207142857142857,0.6011904761904762,Baseline,45
0.0,0.473,0.527,0.5346,0.425,0.625,Baseline,36
0.0,0.874,0.126,0.3818,0.047,0.3396666666666667,Baseline,123
0.0,0.833,0.167,0.4588,0.25,1.0,Baseline,125
0.0,0.588,0.412,0.2732,0.0,0.0,Baseline,24
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,5
0.0,0.786,0.214,0.4588,0.25,0.5833333333333334,Baseline,71
0.178,0.822,0.0,-0.5009,-0.15,0.7,Baseline,95
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,28
0.0,1.0,0.0,0.0,-0.1,0.275,Baseline,122
0.0,1.0,0.0,0.0,0.5,0.5,Baseline,64
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,23
0.0,0.776,0.224,0.3818,0.0,0.0,Baseline,82
0.367,0.633,0.0,-0.8874,-0.275,0.525,Baseline,136
0.0,0.508,0.492,0.4404,0.5,0.5,Baseline,29
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,63
0.171,0.829,0.0,-0.8765,-0.2166666666666666,0.3833333333333333,Baseline,278
0.0,1.0,0.0,0.0,-0.2,0.5125,Baseline,50
0.428,0.461,0.111,-0.7835,0.0,0.0,Baseline,67
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,41
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,27
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,25
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,16
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,16
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,10
0.0,0.355,0.645,0.8439,0.6875,0.55,Baseline,51
0.11,0.89,0.0,-0.2732,-0.0416666666666666,0.1583333333333333,Baseline,125
0.229,0.654,0.117,-0.34,-0.375,0.5,Baseline,89
0.0,0.355,0.645,0.8439,0.6875,0.55,Baseline,51
0.0,0.742,0.258,0.6342,0.125,0.3,Baseline,85
0.0,0.886,0.114,0.4019,0.0,1.0,Baseline,115
0.275,0.518,0.207,-0.4019,-0.0380952380952381,0.5523809523809524,Baseline,123
0.0,0.707,0.293,0.4404,0.6,0.55,Baseline,46
0.0,0.859,0.141,0.4215,0.0416666666666666,0.1583333333333333,Baseline,108
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,69
0.0,0.58,0.42,0.4404,0.5,0.5,Baseline,34
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,35
0.0,1.0,0.0,0.0,-0.3125,0.6875,Baseline,25
0.0,0.682,0.318,0.4215,0.6,1.0,Baseline,41
0.515,0.485,0.0,-0.6486,-0.1,0.1,Baseline,46
0.569,0.294,0.137,-0.8326,0.0333333333333333,0.4666666666666666,Baseline,52
0.0,0.488,0.512,0.6369,0.5,0.6,Baseline,32
0.115,0.885,0.0,-0.296,0.0,0.0,Baseline,121
0.0,0.812,0.188,0.5719,0.0,0.0,Baseline,114
0.0,0.444,0.556,0.3612,0.2,0.5,Baseline,15
0.0,0.355,0.645,0.8439,0.6875,0.55,Baseline,51
0.0,0.655,0.345,0.2755,-0.4,0.4,Baseline,38
0.0,0.92,0.08,0.0772,0.0,0.4,Baseline,77
0.279,0.512,0.208,-0.4738,-0.3583333333333332,0.8888888888888888,Baseline,110
0.0,1.0,0.0,0.0,0.1148148148148148,0.3046296296296296,Baseline,125
0.0,0.418,0.582,0.7885,0.0,0.0,Baseline,33
0.0,0.786,0.214,0.4588,0.5,1.0,Baseline,63
0.0,0.882,0.118,0.1882,0.1625,0.55,Baseline,118
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,57
0.0,1.0,0.0,0.0,0.0208333333333333,0.2666666666666666,Baseline,122
0.0,1.0,0.0,0.0,0.55,0.75,Baseline,120
0.158,0.842,0.0,-0.4912,0.0,0.0,Baseline,122
0.0,0.196,0.804,0.6249,0.8,0.75,Baseline,13
0.0,0.645,0.355,0.5106,0.4333333333333333,0.7333333333333333,Baseline,42
0.0,0.583,0.417,0.7311,0.375,0.75,Baseline,64
0.0,0.876,0.124,0.6249,0.125,0.6625000000000001,Baseline,214
0.0,0.734,0.266,0.4404,0.7,0.6000000000000001,Baseline,53
0.099,0.901,0.0,-0.296,-0.0833333333333333,0.1999999999999999,Baseline,124
0.0,0.684,0.316,0.5719,0.8,1.0,Baseline,45
0.0,0.634,0.366,0.7861,0.5625,0.75,Baseline,123
0.0,0.658,0.342,0.6369,0.375,1.0,Baseline,71
0.266,0.734,0.0,-0.9246,-0.17,0.5333333333333334,Baseline,281
0.089,0.772,0.138,0.296,-0.25,0.5,Baseline,123
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,49
0.543,0.236,0.22,-0.6249,0.0500000000000001,0.6833333333333333,Baseline,27
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,51
0.067,0.619,0.313,0.7476,0.0,0.0,Baseline,125
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,128
0.0,1.0,0.0,0.0,0.1363636363636363,0.4545454545454545,Baseline,35
0.0,0.357,0.643,0.6597,0.5,0.5,Baseline,33
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,69
0.63,0.37,0.0,-0.5267,0.0,0.0,Baseline,23
0.394,0.606,0.0,-0.7579,0.0,0.0,Baseline,105
0.366,0.484,0.151,-0.6124,0.0,0.0,Baseline,71
0.129,0.871,0.0,-0.395,0.1611111111111111,0.5847222222222223,Baseline,105
0.144,0.856,0.0,-0.5719,0.0,0.0,Baseline,128
0.0,1.0,0.0,0.0,0.1363636363636363,0.4545454545454545,Baseline,84
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,37
0.0,0.747,0.253,0.6962,0.3166666666666666,0.3999999999999999,Baseline,102
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,123
0.0,0.388,0.612,0.7845,0.0,0.0,Baseline,47
0.254,0.64,0.106,-0.5719,-0.2994047619047619,0.7196428571428571,Baseline,109
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,6
0.063,0.743,0.194,0.5574,0.0547727272727272,0.4934090909090909,Baseline,178
0.198,0.718,0.084,-0.594,-0.0057142857142857,0.5942857142857143,Baseline,122
0.788,0.212,0.0,-0.9416,-0.7999999999999999,1.0,Baseline,53
0.0,0.833,0.167,0.4588,0.5,1.0,Baseline,107
0.0,0.364,0.636,0.5413,0.25,1.0,Baseline,15
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,16
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,47
0.167,0.833,0.0,-0.296,0.0,0.0,Baseline,65
0.0,0.847,0.153,0.4404,-0.4,0.7,Baseline,106
0.0,1.0,0.0,0.0,0.6510416666666667,0.5833333333333334,Baseline,45
0.36,0.64,0.0,-0.9274,0.1866666666666666,0.3466666666666667,Baseline,179
0.0,0.954,0.046,0.0772,0.0,0.4,Baseline,170
0.141,0.859,0.0,-0.5574,0.0,0.0,Baseline,133
0.0,1.0,0.0,0.0,0.1363636363636363,0.5,Baseline,63
0.0,1.0,0.0,0.0,0.3,0.45,Baseline,110
0.161,0.839,0.0,-0.0387,-0.5,1.0,Baseline,36
0.0,0.563,0.437,0.4767,0.0,0.0,Baseline,26
0.423,0.577,0.0,-0.296,0.0,0.0,Baseline,24
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,113
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,34
0.0,0.619,0.381,0.5719,0.0,0.0,Baseline,39
0.0,1.0,0.0,0.0,0.1,0.4,Baseline,111
0.595,0.405,0.0,-0.6597,-1.0,1.0,Baseline,22
0.0,0.744,0.256,0.6705,0.3208333333333333,0.8333333333333334,Baseline,126
0.0,0.862,0.138,0.296,0.1583333333333333,0.325,Baseline,127
0.0,0.775,0.225,0.4939,0.0,0.0,Baseline,104
0.0,0.472,0.528,0.8738,0.5,1.0,Baseline,46
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,38
0.062,0.819,0.119,0.4588,0.5,0.15,Baseline,185
0.0,0.649,0.351,0.4019,0.0,0.0,Baseline,25
0.0,0.528,0.472,0.8,0.2416666666666667,0.525,Baseline,47
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,68
0.0,0.636,0.364,0.8666,0.9765625,1.0,Baseline,112
0.0,0.0,1.0,0.5267,0.0,0.0,Baseline,8
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,41
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,14
0.134,0.866,0.0,-0.1779,-0.3333333333333333,0.6666666666666666,Baseline,92
0.251,0.481,0.267,0.1511,0.1,0.6399999999999999,Baseline,122
0.217,0.524,0.258,0.0258,0.4,0.8,Baseline,125
0.0,0.488,0.512,0.6369,0.5,0.6,Baseline,20
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,61
0.365,0.635,0.0,-0.3182,-0.4,0.7,Baseline,34
0.134,0.791,0.075,-0.3637,0.3333333333333333,0.5,Baseline,107
0.0,1.0,0.0,0.0,0.0619047619047619,0.3785714285714285,Baseline,53
0.0,1.0,0.0,0.0,0.0,1.0,Baseline,121
0.0,0.494,0.506,0.906,0.484375,0.875,Baseline,116
0.0,1.0,0.0,0.0,0.0,0.0,Baseline,57
0.0,0.732,0.268,0.5106,0.0,0.0,Baseline,64
